what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269693546531
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269693546609
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1269693571625
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1269693572781
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1269693577734
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1269693591453
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1269693596421
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1269693597859
opened,view,org.eclipse.ui.ide,3.5.1.M20090826-0800,"org.eclipse.ui.views.ProblemView",1269693628453
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1269693668750
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1269693677859
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.select.wordPrevious",1269693679171
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269693693531
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269693693703
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269693704156
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269693704250
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269693712890
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269693712984
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1269693729031
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1269693732390
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1269693736640
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269693748171
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269693748171
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269693748234
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269693844843
