what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269572175890
opened,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1269572175984
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1269572176093
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269572178859
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269572178859
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269572178937
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269572228593
activated,view,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.PackageExplorer",1269572234453
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269572237343
started,bundle,org.eclipse.ant.ui,3.4.1.v20090901_r351,"org.eclipse.ant.ui",1269572240015
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269572240234
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.rename",1269572240234
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269572242593
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269572277062
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269572281171
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269572281171
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269572281234
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269572837703
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269572842109
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.paste",1269572843343
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269572844578
opened,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1269572844671
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1269572844796
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269572846796
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269572846796
