what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.select.wordPrevious",1269698278812
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.paste",1269698279515
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.select.wordPrevious",1269698287515
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.paste",1269698288296
executed,command,org.eclipse.debug.ui,3.5.1.v20090811_r351,"org.eclipse.debug.ui.commands.RunLast",1269698292640
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269698292843
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269698294203
executed,command,org.eclipse.mylyn.tasks.ui,3.2.2.v20090912-0400-e3x,"org.eclipse.mylyn.tasks.ui.command.openTask",1269698294234
executed,command,org.eclipse.debug.ui,3.5.1.v20090811_r351,"org.eclipse.debug.ui.commands.RunLast",1269698295968
activated,view,org.eclipse.ui.views,3.4.1.M20090826-0800,"org.eclipse.ui.views.ContentOutline",1269698296921
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1269698298015
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269698306734
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269698348484
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269698349968
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269698349968
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269698349968
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269698753250
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1269698755515
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269698759046
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269698763328
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.paste",1269698767703
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.goto.lineEnd",1269698783828
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1269698800828
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1269698804031
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1269698812328
