what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269694180828
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269694183453
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269694238062
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269694333718
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.paste",1269694336406
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269694364578
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269694377906
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.goto.lineEnd",1269694418640
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269694433531
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269694433531
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269694433546
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269694639359
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269694652390
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269694652500
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269694652578
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269694654296
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.delete",1269694657140
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.select.lineEnd",1269694819218
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.delete",1269694828062
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.goto.lineEnd",1269694828343
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269694904765
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269694906218
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1269694917546
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1269694917765
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1269694920109
