what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1269692387187
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1269692392046
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1269692393687
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1269692398500
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1269692398687
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1269692399984
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1269692400171
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269692417250
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.showInformation",1269692417265
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269692435171
started,bundle,org.eclipse.help.base,3.4.0.v200909170800,"org.eclipse.help.base",1269692435187
started,bundle,org.eclipse.help.ui,3.4.1.v20090819_35x,"org.eclipse.help.ui",1269692435203
started,bundle,org.eclipse.equinox.http.jetty,2.0.0.v20090520-1800,"org.eclipse.equinox.http.jetty",1269692435328
started,bundle,org.eclipse.equinox.http.servlet,1.0.200.v20090520-1800,"org.eclipse.equinox.http.servlet",1269692435406
started,bundle,org.eclipse.emf.cdo.common,2.0.0.v200906160459,"org.eclipse.emf.cdo.common",1269692436140
started,bundle,org.eclipse.emf.cdo,2.0.0.v200906160459,"org.eclipse.emf.cdo",1269692436140
started,bundle,org.eclipse.net4j,2.0.0.v200906160348,"org.eclipse.net4j",1269692436156
started,bundle,org.eclipse.net4j.util.ui,2.0.0.v200906160348,"org.eclipse.net4j.util.ui",1269692436203
started,bundle,org.eclipse.emf.cdo.ui,2.0.0.v200906160459,"org.eclipse.emf.cdo.ui",1269692436203
started,bundle,org.eclipse.net4j.tcp,2.0.0.v200906160348,"org.eclipse.net4j.tcp",1269692436234
started,bundle,org.eclipse.net4j.util,2.0.0.v200906160348,"org.eclipse.net4j.util",1269692436250
started,bundle,org.eclipse.net4j.http.server,2.0.0.v200906160348,"org.eclipse.net4j.http.server",1269692436250
started,bundle,org.eclipse.net4j.http.common,2.0.0.v200906160348,"org.eclipse.net4j.http.common",1269692436281
started,bundle,org.eclipse.equinox.http.registry,1.0.200.v20090520-1800,"org.eclipse.equinox.http.registry",1269692436421
started,bundle,org.eclipse.ui.browser,3.2.300.v20090526,"org.eclipse.ui.browser",1269692436437
