what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269572846859
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269572850500
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.paste",1269572853015
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1269572868953
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269572869781
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269572871328
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1269572871453
closed,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1269572871453
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1269572872453
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269572874281
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269572887250
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.paste",1269572889578
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269572895406
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269572902000
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.paste",1269572905140
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1269572931781
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.copy",1269572956843
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269572957515
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269572989437
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.undo",1269572989828
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.undo",1269572990578
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269573007750
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269573025406
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269573032828
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269573034359
